index,accX_L,accY_L,accZ_L,total_acc_L,accX_R,accY_R,accZ_R,total_acc_R,L_act,R_act
16,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.8690000000000001,0.392,-0.243,0.9840000000000001,Idle,Idle
17,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.866,0.4,-0.245,0.985,Idle,Idle
18,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.867,0.415,-0.249,0.993,Idle,Idle
19,-0.8190000000000001,0.425,-0.354,0.988,-0.8740000000000001,0.418,-0.245,0.9990000000000001,Idle,Idle
20,-0.8190000000000001,0.425,-0.35,0.987,-0.894,0.41100000000000003,-0.251,1.015,Idle,Idle
21,-0.82,0.426,-0.35600000000000004,0.99,-0.883,0.392,-0.23600000000000002,0.995,Idle,Idle
22,-0.8190000000000001,0.431,-0.35600000000000004,0.992,-0.86,0.40299999999999997,-0.24100000000000002,0.98,Idle,Idle
23,-0.8190000000000001,0.426,-0.358,0.99,-0.868,0.419,-0.268,1.0,Idle,Idle
24,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.853,0.41700000000000004,-0.244,0.98,Idle,Idle
25,-0.82,0.42700000000000005,-0.35600000000000004,0.991,-0.873,0.40700000000000003,-0.256,0.997,Idle,Idle
26,-0.818,0.428,-0.355,0.9890000000000001,-0.873,0.39899999999999997,-0.281,1.0,Idle,Idle
27,-0.8170000000000001,0.42700000000000005,-0.358,0.9890000000000001,-0.8740000000000001,0.4,-0.24600000000000002,0.992,Idle,Idle
28,-0.82,0.42700000000000005,-0.353,0.99,-0.866,0.41200000000000003,-0.249,0.991,Idle,Idle
29,-0.8190000000000001,0.428,-0.359,0.991,-0.866,0.413,-0.252,0.992,Idle,Idle
30,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-0.86,0.401,-0.24600000000000002,0.98,Idle,Idle
31,-0.82,0.42700000000000005,-0.35700000000000004,0.991,-0.862,0.395,-0.23600000000000002,0.977,Idle,Idle
32,-0.8190000000000001,0.42700000000000005,-0.36200000000000004,0.992,-0.872,0.41700000000000004,-0.258,1.0,Idle,Idle
33,-0.8190000000000001,0.424,-0.354,0.988,-0.8690000000000001,0.415,-0.263,0.998,Idle,Idle
34,-0.818,0.425,-0.359,0.9890000000000001,-0.8590000000000001,0.47,-0.261,1.013,Idle,Idle
35,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.9490000000000001,0.28800000000000003,-0.326,1.044,Idle,Idle
