index,accX_L,accY_L,accZ_L,total_acc_L,accX_R,accY_R,accZ_R,total_acc_R,L_act,R_act
958,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.89,0.499,-0.369,1.085,Idle,Idle
959,-0.8190000000000001,0.42700000000000005,-0.358,0.991,-1.021,0.43200000000000005,-0.316,1.153,Idle,Idle
960,-0.818,0.425,-0.358,0.9890000000000001,-0.9940000000000001,0.425,-0.188,1.097,Idle,Idle
961,-0.82,0.426,-0.353,0.9890000000000001,-0.609,0.613,-0.419,0.96,Idle,Idle
962,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.72,0.469,-0.589,1.042,Idle,Idle
963,-0.82,0.425,-0.35700000000000004,0.99,-0.722,0.353,-0.5329999999999999,0.9640000000000001,Idle,Idle
964,-0.8190000000000001,0.42700000000000005,-0.359,0.991,-0.6709999999999999,0.21100000000000002,-0.44299999999999995,0.831,Idle,Idle
965,-0.82,0.426,-0.35600000000000004,0.99,-0.77,0.18600000000000003,-0.44799999999999995,0.91,Idle,Idle
966,-0.82,0.426,-0.355,0.99,-0.924,0.147,-0.441,1.034,Idle,Idle
967,-0.82,0.426,-0.35600000000000004,0.99,-1.022,0.111,-0.37799999999999995,1.095,Idle,Idle
968,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-1.03,0.107,-0.19699999999999998,1.054,Idle,Idle
969,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-1.061,0.115,-0.203,1.0859999999999999,Idle,Idle
970,-0.818,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-1.095,0.171,-0.20600000000000002,1.127,Idle,Idle
971,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-1.0979999999999999,0.20600000000000002,-0.233,1.141,Idle,Idle
972,-0.8170000000000001,0.426,-0.35600000000000004,0.988,-0.955,0.243,-0.23800000000000002,1.014,Idle,Idle
973,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.966,0.25,-0.248,1.028,Idle,Idle
974,-0.82,0.425,-0.35700000000000004,0.99,-1.069,0.32,-0.366,1.1740000000000002,Idle,Idle
975,-0.8190000000000001,0.428,-0.35700000000000004,0.991,-0.9009999999999999,0.38799999999999996,-0.24100000000000002,1.01,Idle,Idle
976,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.893,0.406,-0.252,1.013,Idle,Idle
977,-0.82,0.425,-0.355,0.9890000000000001,-0.8859999999999999,0.385,-0.261,1.001,Idle,Idle
978,-0.818,0.428,-0.358,0.99,-0.867,0.32299999999999995,-0.39399999999999996,1.006,Idle,Idle
979,-0.8190000000000001,0.42700000000000005,-0.36,0.991,-0.862,0.348,-0.276,0.97,Idle,Idle
980,-0.8190000000000001,0.42700000000000005,-0.353,0.9890000000000001,-0.7709999999999999,0.557,-0.27399999999999997,0.99,Idle,Idle
981,-0.8190000000000001,0.425,-0.358,0.99,-0.7609999999999999,0.612,-0.259,1.01,Idle,Idle
982,-0.821,0.426,-0.353,0.99,-0.773,0.586,-0.23800000000000002,0.9990000000000001,Idle,Idle
983,-0.8190000000000001,0.426,-0.355,0.9890000000000001,-0.7140000000000001,0.508,-0.345,0.9420000000000001,Idle,Idle
984,-0.818,0.428,-0.358,0.99,-0.8440000000000001,0.14400000000000002,-0.259,0.895,Idle,Idle
985,-0.82,0.426,-0.35600000000000004,0.99,-0.87,0.14,-0.257,0.9179999999999999,Idle,Idle
986,-0.8170000000000001,0.426,-0.353,0.987,-0.8140000000000001,0.183,-0.192,0.856,Idle,Idle
987,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.784,0.249,-0.213,0.85,Idle,Idle
988,-0.8190000000000001,0.428,-0.35700000000000004,0.991,-0.7509999999999999,0.5489999999999999,-0.309,0.98,Idle,Idle
989,-0.818,0.426,-0.355,0.988,-0.754,0.442,-0.2,0.897,Idle,Idle
990,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.7490000000000001,0.436,-0.203,0.89,Idle,Idle
991,-0.82,0.424,-0.35600000000000004,0.9890000000000001,-0.745,0.41,-0.145,0.863,Idle,Idle
992,-0.8170000000000001,0.426,-0.35200000000000004,0.986,-0.71,0.512,-0.17800000000000002,0.893,Idle,Idle
993,-0.82,0.426,-0.355,0.99,-0.688,0.547,-0.21100000000000002,0.904,Idle,Idle
994,-0.821,0.425,-0.35700000000000004,0.991,-0.687,0.58,-0.209,0.9229999999999999,Idle,Idle
995,-0.82,0.42700000000000005,-0.353,0.99,-0.672,0.5539999999999999,-0.22699999999999998,0.9,Idle,Idle
996,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.733,0.478,-0.192,0.8959999999999999,Idle,Idle
997,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.696,0.488,-0.213,0.8759999999999999,Idle,Idle
998,-0.821,0.424,-0.35600000000000004,0.99,-0.706,0.507,-0.215,0.895,Idle,Idle
999,-0.818,0.42700000000000005,-0.354,0.988,-0.8,0.563,-0.11199999999999999,0.985,Idle,Idle
1000,-0.8190000000000001,0.428,-0.361,0.992,-1.442,1.036,0.716,1.915,Idle,Idle
1001,-0.82,0.426,-0.35600000000000004,0.99,-0.691,0.963,-0.308,1.225,Idle,Idle
1002,-0.8190000000000001,0.428,-0.355,0.99,-0.316,0.887,-0.373,1.013,Idle,Idle
1003,-0.821,0.425,-0.35600000000000004,0.991,-0.89,0.604,-0.021,1.0759999999999998,Idle,Idle
1004,-0.82,0.426,-0.355,0.99,-0.888,0.462,-0.18100000000000002,1.0170000000000001,Idle,Idle
1005,-0.818,0.426,-0.35700000000000004,0.9890000000000001,-0.9209999999999999,0.39899999999999997,-0.237,1.031,Idle,Idle
1006,-0.8190000000000001,0.425,-0.363,0.992,-0.9229999999999999,0.353,-0.158,1.001,Idle,Idle
1007,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.898,0.365,-0.3,1.015,Idle,Idle
1008,-0.818,0.428,-0.35700000000000004,0.99,-0.889,0.43,-0.17300000000000001,1.003,Idle,R
1009,-0.818,0.426,-0.35,0.986,-0.818,0.42200000000000004,-0.11699999999999999,0.9279999999999999,Idle,R
1010,-0.818,0.426,-0.355,0.988,-0.735,0.555,-0.157,0.934,Idle,R
1011,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.7979999999999999,0.7559999999999999,-0.245,1.126,Idle,R
1012,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.727,0.862,-0.293,1.165,Idle,R
1013,-0.82,0.42700000000000005,-0.354,0.99,-0.644,0.795,-0.313,1.07,Idle,R
1014,-0.8190000000000001,0.428,-0.35600000000000004,0.99,-0.688,0.631,-0.26899999999999996,0.972,Idle,R
1015,-0.821,0.425,-0.36,0.992,-0.7070000000000001,0.509,-0.268,0.9109999999999999,Idle,R
1016,-0.8170000000000001,0.426,-0.35600000000000004,0.988,-0.773,0.467,-0.272,0.943,Idle,R
1017,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.846,0.386,-0.295,0.976,Idle,R
1018,-0.818,0.426,-0.35700000000000004,0.9890000000000001,-0.768,0.513,-0.326,0.9790000000000001,Idle,R
1019,-0.818,0.428,-0.35700000000000004,0.99,-0.755,0.535,-0.325,0.981,Idle,R
1020,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.784,0.581,-0.34600000000000003,1.035,Idle,R
1021,-0.8190000000000001,0.43,-0.353,0.99,-0.74,0.65,-0.418,1.07,Idle,R
1022,-0.82,0.425,-0.35600000000000004,0.99,-0.7809999999999999,0.597,-0.425,1.071,Idle,R
1023,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-0.8109999999999999,0.578,-0.419,1.08,Idle,R
1024,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.765,0.552,-0.41700000000000004,1.031,Idle,R
1025,-0.818,0.426,-0.355,0.988,-0.752,0.551,-0.402,1.015,Idle,R
1026,-0.818,0.426,-0.355,0.988,-0.7070000000000001,0.539,-0.359,0.9590000000000001,Idle,R
1027,-0.8190000000000001,0.424,-0.358,0.9890000000000001,-0.7070000000000001,0.556,-0.331,0.958,Idle,R
1028,-0.82,0.42700000000000005,-0.358,0.991,-0.6990000000000001,0.568,-0.322,0.9570000000000001,Idle,R
1029,-0.818,0.426,-0.359,0.99,-0.682,0.573,-0.38799999999999996,0.972,Idle,R
1030,-0.818,0.425,-0.36200000000000004,0.99,-0.758,0.631,-0.436,1.078,Idle,R
1031,-0.821,0.426,-0.35600000000000004,0.991,-0.745,0.584,-0.387,1.023,Idle,R
1032,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.701,0.508,-0.31,0.92,Idle,R
1033,-0.82,0.42700000000000005,-0.355,0.99,-0.677,0.502,-0.315,0.9,Idle,R
1034,-0.8190000000000001,0.426,-0.36,0.991,-0.7879999999999999,0.5,-0.409,1.0190000000000001,Idle,R
1035,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.762,0.479,-0.41,0.9890000000000001,Idle,R
1036,-0.818,0.42700000000000005,-0.359,0.99,-0.718,0.455,-0.4,0.9390000000000001,Idle,R
1037,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.775,0.513,-0.455,1.035,Idle,R
1038,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.721,0.506,-0.368,0.955,Idle,R
1039,-0.8190000000000001,0.425,-0.35700000000000004,0.9890000000000001,-0.7040000000000001,0.51,-0.377,0.948,Idle,R
1040,-0.818,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-0.7170000000000001,0.5379999999999999,-0.43,0.9940000000000001,Idle,R
1041,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.7240000000000001,0.544,-0.45399999999999996,1.013,Idle,R
1042,-0.818,0.425,-0.359,0.9890000000000001,-0.741,0.542,-0.493,1.042,Idle,R
1043,-0.82,0.42700000000000005,-0.354,0.99,-0.745,0.406,-0.36200000000000004,0.922,Idle,R
1044,-0.82,0.425,-0.35700000000000004,0.99,-0.743,0.423,-0.342,0.9209999999999999,Idle,R
1045,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.7070000000000001,0.45899999999999996,-0.369,0.92,Idle,R
1046,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.6890000000000001,0.51,-0.41200000000000003,0.951,Idle,R
1047,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.835,0.542,-0.496,1.112,Idle,Idle
1048,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.8190000000000001,0.431,-0.401,1.0090000000000001,Idle,Idle
1049,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.8540000000000001,0.39299999999999996,-0.303,0.988,Idle,Idle
1050,-0.818,0.425,-0.35700000000000004,0.9890000000000001,-1.0390000000000001,0.42700000000000005,-0.373,1.1840000000000002,Idle,Idle
1051,-0.8190000000000001,0.425,-0.35,0.987,-1.026,0.495,-0.355,1.193,Idle,Idle
1052,-0.818,0.425,-0.35600000000000004,0.988,-0.956,0.48100000000000004,-0.511,1.186,Idle,Idle
1053,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.794,0.555,-0.555,1.1159999999999999,Idle,Idle
1054,-0.82,0.426,-0.35600000000000004,0.99,-0.8220000000000001,0.47600000000000003,-0.5870000000000001,1.117,Idle,Idle
1055,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.8240000000000001,0.445,-0.569,1.0959999999999999,Idle,Idle
1056,-0.821,0.426,-0.35600000000000004,0.991,-0.851,0.40399999999999997,-0.431,1.036,Idle,Idle
1057,-0.818,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-0.8640000000000001,0.381,-0.43799999999999994,1.041,Idle,Idle
1058,-0.818,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-0.8859999999999999,0.368,-0.428,1.051,Idle,Idle
1059,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-0.8859999999999999,0.369,-0.447,1.0590000000000002,Idle,Idle
1060,-0.8190000000000001,0.428,-0.355,0.99,-0.8340000000000001,0.374,-0.48200000000000004,1.033,Idle,Idle
1061,-0.818,0.42700000000000005,-0.353,0.988,-1.014,0.835,-0.373,1.365,Idle,Idle
1062,-0.8190000000000001,0.425,-0.35700000000000004,0.9890000000000001,-0.922,0.8540000000000001,-0.46399999999999997,1.34,Idle,Idle
1063,-0.8170000000000001,0.426,-0.354,0.987,-0.884,0.858,-0.376,1.288,Idle,Idle
1064,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.825,0.662,-0.285,1.095,Idle,Idle
1065,-0.82,0.426,-0.35700000000000004,0.991,-0.843,0.506,-0.268,1.0190000000000001,Idle,Idle
1066,-0.818,0.42700000000000005,-0.353,0.988,-0.7909999999999999,0.45399999999999996,-0.455,1.0190000000000001,Idle,Idle
1067,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.804,0.419,-0.499,1.035,Idle,Idle
1068,-0.82,0.42700000000000005,-0.35700000000000004,0.991,-0.8320000000000001,0.309,-0.5,1.0190000000000001,Idle,Idle
1069,-0.8170000000000001,0.424,-0.355,0.987,-0.856,0.158,-0.593,1.053,Idle,Idle
1070,-0.8170000000000001,0.426,-0.35700000000000004,0.988,-0.872,0.165,-0.645,1.097,Idle,Idle
1071,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.88,0.212,-0.68,1.1320000000000001,Idle,Idle
1072,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.8540000000000001,0.243,-0.716,1.141,Idle,Idle
1073,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.805,0.257,-0.772,1.145,Idle,Idle
1074,-0.818,0.425,-0.35600000000000004,0.988,-0.828,0.15,-0.7559999999999999,1.131,Idle,Idle
1075,-0.8190000000000001,0.426,-0.355,0.9890000000000001,-0.841,0.134,-0.76,1.141,Idle,Idle
1076,-0.8190000000000001,0.424,-0.35600000000000004,0.9890000000000001,-0.853,0.14400000000000002,-0.757,1.15,Idle,Idle
1077,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.851,0.16699999999999998,-0.763,1.155,Idle,Idle
1078,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.8109999999999999,0.302,-0.723,1.128,Idle,Idle
1079,-0.818,0.42700000000000005,-0.354,0.988,-0.8029999999999999,0.317,-0.735,1.1340000000000001,Idle,Idle
1080,-0.818,0.426,-0.354,0.988,-0.8059999999999999,0.341,-0.726,1.137,Idle,Idle
1081,-0.8190000000000001,0.425,-0.349,0.987,-0.792,0.318,-0.713,1.112,Idle,Idle
1082,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.774,0.244,-0.66,1.046,Idle,Idle
1083,-0.8190000000000001,0.428,-0.35700000000000004,0.991,-0.8170000000000001,0.281,-0.733,1.133,Idle,Idle
1084,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.7959999999999999,0.27,-0.679,1.081,Idle,Idle
1085,-0.818,0.42700000000000005,-0.35100000000000003,0.987,-0.669,0.192,-0.5870000000000001,0.91,Idle,Idle
1086,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.59,0.165,-0.555,0.8270000000000001,Idle,Idle
1087,-0.818,0.425,-0.35700000000000004,0.9890000000000001,-0.507,0.228,-0.5760000000000001,0.8009999999999999,Idle,Idle
1088,-0.818,0.425,-0.35600000000000004,0.988,-0.544,0.23199999999999998,-0.6809999999999999,0.902,Idle,Idle
1089,-0.8170000000000001,0.426,-0.361,0.99,-0.637,0.21100000000000002,-0.6409999999999999,0.9279999999999999,Idle,Idle
1090,-0.82,0.425,-0.358,0.991,-1.2830000000000001,0.305,-0.165,1.329,Idle,Idle
1091,-0.8190000000000001,0.42700000000000005,-0.358,0.991,-1.117,0.569,0.35100000000000003,1.3019999999999998,Idle,Idle
1092,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.8340000000000001,0.28600000000000003,-0.9440000000000001,1.2919999999999998,Idle,Idle
1093,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.41100000000000003,0.252,-0.8340000000000001,0.963,Idle,Idle
1094,-0.82,0.428,-0.35700000000000004,0.991,-0.607,0.263,0.38299999999999995,0.764,Idle,Idle
1095,-0.8190000000000001,0.425,-0.35700000000000004,0.9890000000000001,-0.774,0.42700000000000005,-0.85,1.226,Idle,Idle
1096,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.451,0.8540000000000001,-0.19399999999999998,0.985,Idle,R
1097,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.547,0.7,-0.145,0.9,Idle,R
1098,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.6629999999999999,0.57,-0.166,0.89,Idle,R
1099,-0.818,0.425,-0.35700000000000004,0.9890000000000001,-0.905,0.451,-0.353,1.071,Idle,R
1100,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.93,0.441,-0.295,1.071,Idle,R
1101,-0.818,0.424,-0.36,0.9890000000000001,-0.914,0.426,-0.244,1.038,Idle,R
1102,-0.8190000000000001,0.424,-0.353,0.987,-0.8290000000000001,0.42100000000000004,-0.248,0.9620000000000001,Idle,R
1103,-0.82,0.42700000000000005,-0.35600000000000004,0.991,-0.813,0.532,-0.311,1.02,Idle,R
1104,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.8009999999999999,0.691,-0.39899999999999997,1.131,Idle,R
1105,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.8059999999999999,0.705,-0.39899999999999997,1.143,Idle,R
1106,-0.82,0.425,-0.35700000000000004,0.99,-0.7440000000000001,0.618,-0.365,1.034,Idle,R
1107,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.7509999999999999,0.507,-0.337,0.9670000000000001,Idle,R
1108,-0.8190000000000001,0.426,-0.359,0.991,-0.7290000000000001,0.512,-0.302,0.941,Idle,R
1109,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.6970000000000001,0.5579999999999999,-0.267,0.932,Idle,R
1110,-0.8190000000000001,0.426,-0.355,0.9890000000000001,-0.65,0.619,-0.254,0.9329999999999999,Idle,R
1111,-0.8170000000000001,0.42700000000000005,-0.354,0.987,-0.659,0.665,-0.32299999999999995,0.99,Idle,R
1112,-0.8170000000000001,0.425,-0.35700000000000004,0.988,-0.7959999999999999,0.37,-0.414,0.971,Idle,R
1113,-0.8170000000000001,0.42700000000000005,-0.354,0.987,-0.7979999999999999,0.361,-0.41100000000000003,0.9670000000000001,Idle,R
1114,-0.818,0.428,-0.35600000000000004,0.9890000000000001,-0.79,0.41100000000000003,-0.436,0.992,Idle,R
1115,-0.8190000000000001,0.425,-0.355,0.9890000000000001,-0.767,0.521,-0.452,1.032,Idle,R
1116,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.75,0.545,-0.413,1.015,Idle,R
1117,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.723,0.55,-0.42100000000000004,1.001,Idle,R
1118,-0.82,0.425,-0.35700000000000004,0.99,-0.738,0.5539999999999999,-0.433,1.0190000000000001,Idle,R
1119,-0.818,0.426,-0.355,0.988,-0.7509999999999999,0.531,-0.45799999999999996,1.0270000000000001,Idle,R
1120,-0.8190000000000001,0.42700000000000005,-0.35700000000000004,0.99,-0.688,0.433,-0.386,0.9,Idle,R
1121,-0.8190000000000001,0.42700000000000005,-0.358,0.991,-0.725,0.43,-0.44799999999999995,0.955,Idle,Idle
1122,-0.818,0.425,-0.358,0.9890000000000001,-0.797,0.456,-0.45299999999999996,1.024,Idle,Idle
1123,-0.8190000000000001,0.425,-0.355,0.9890000000000001,-0.731,0.473,-0.40399999999999997,0.96,Idle,Idle
1124,-0.8170000000000001,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-0.72,0.489,-0.42100000000000004,0.9670000000000001,Idle,Idle
1125,-0.818,0.426,-0.358,0.9890000000000001,-0.7070000000000001,0.525,-0.449,0.988,Idle,Idle
1126,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.778,0.48700000000000004,-0.516,1.053,Idle,Idle
1127,-0.8190000000000001,0.428,-0.35,0.988,-0.84,0.479,-0.508,1.092,Idle,Idle
1128,-0.818,0.42700000000000005,-0.355,0.9890000000000001,-0.88,0.493,-0.524,1.137,Idle,Idle
1129,-0.8190000000000001,0.425,-0.361,0.991,-0.879,0.496,-0.488,1.121,Idle,Idle
1130,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.9129999999999999,0.32299999999999995,-0.397,1.047,Idle,Idle
1131,-0.8170000000000001,0.425,-0.35200000000000004,0.986,-0.905,0.348,-0.47,1.078,Idle,Idle
1132,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-1.0490000000000002,0.447,-0.47700000000000004,1.236,Idle,Idle
1133,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.9109999999999999,0.386,-0.395,1.065,Idle,Idle
1134,-0.8190000000000001,0.42700000000000005,-0.36200000000000004,0.992,-0.884,0.32799999999999996,-0.41700000000000004,1.031,Idle,Idle
1135,-0.82,0.42700000000000005,-0.35700000000000004,0.991,-0.905,0.33399999999999996,-0.425,1.054,Idle,Idle
1136,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.934,0.36200000000000004,-0.478,1.11,Idle,Idle
1137,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.953,0.39899999999999997,-0.47,1.135,Idle,Idle
1138,-0.8170000000000001,0.425,-0.35600000000000004,0.987,-0.738,0.639,-0.722,1.214,Idle,Idle
1139,-0.821,0.425,-0.35600000000000004,0.991,-0.8540000000000001,0.6829999999999999,-0.743,1.3219999999999998,Idle,Idle
1140,-0.821,0.42700000000000005,-0.35600000000000004,0.992,-0.851,0.556,-0.502,1.1340000000000001,Idle,Idle
1141,-0.818,0.42700000000000005,-0.35700000000000004,0.9890000000000001,-0.79,0.5489999999999999,-0.535,1.101,Idle,Idle
1142,-0.818,0.425,-0.35700000000000004,0.9890000000000001,-0.8009999999999999,0.611,-0.39299999999999996,1.081,Idle,Idle
1143,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.8109999999999999,0.547,-0.473,1.087,Idle,Idle
1144,-0.818,0.426,-0.358,0.9890000000000001,-0.8340000000000001,0.331,-0.42,0.991,Idle,Idle
1145,-0.8190000000000001,0.428,-0.355,0.99,-0.8390000000000001,0.28300000000000003,-0.44,0.9890000000000001,Idle,Idle
1146,-0.818,0.426,-0.358,0.9890000000000001,-0.73,0.249,-0.475,0.9059999999999999,Idle,Idle
1147,-0.8170000000000001,0.42700000000000005,-0.35600000000000004,0.988,-0.737,0.245,-0.5,0.924,Idle,Idle
1148,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-0.748,0.2,-0.564,0.958,Idle,Idle
1149,-0.818,0.425,-0.358,0.9890000000000001,-0.831,0.22,-0.6920000000000001,1.104,Idle,Idle
1150,-0.821,0.426,-0.354,0.99,-0.8490000000000001,0.204,-0.7190000000000001,1.131,Idle,Idle
1151,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.875,0.187,-0.767,1.179,Idle,Idle
1152,-0.818,0.426,-0.355,0.988,-0.879,0.19,-0.8390000000000001,1.23,Idle,Idle
1153,-0.8190000000000001,0.425,-0.35700000000000004,0.9890000000000001,-0.789,0.245,-0.8440000000000001,1.181,Idle,Idle
1154,-0.818,0.42700000000000005,-0.35600000000000004,0.9890000000000001,-0.91,0.126,-0.828,1.237,Idle,Idle
1155,-0.8190000000000001,0.42700000000000005,-0.35600000000000004,0.99,-0.925,0.10099999999999999,-0.833,1.249,Idle,Idle
1156,-0.818,0.42700000000000005,-0.36,0.99,-0.946,0.016,-0.8220000000000001,1.253,Idle,Idle
1157,-0.818,0.426,-0.355,0.988,-0.895,-0.036000000000000004,-0.7879999999999999,1.193,Idle,Idle
1158,-0.82,0.42700000000000005,-0.35700000000000004,0.991,-0.647,0.217,-0.799,1.051,Idle,Idle
1159,-0.8190000000000001,0.426,-0.35600000000000004,0.9890000000000001,-0.612,0.311,-0.693,0.975,Idle,Idle
1160,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-0.636,0.28800000000000003,-0.693,0.9840000000000001,Idle,Idle
1161,-0.82,0.425,-0.358,0.991,-0.752,0.163,-0.718,1.052,Idle,Idle
1162,-0.8190000000000001,0.425,-0.35600000000000004,0.9890000000000001,-0.759,0.067,-0.7020000000000001,1.036,Idle,Idle
1163,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-0.73,0.049,-0.496,0.884,Idle,Idle
1164,-0.8190000000000001,0.426,-0.358,0.99,-0.618,0.40299999999999997,-0.489,0.885,Idle,Idle
1165,-0.82,0.424,-0.35200000000000004,0.988,-0.5429999999999999,0.45799999999999996,-0.48100000000000004,0.858,Idle,Idle
1166,-0.818,0.426,-0.353,0.988,-0.44299999999999995,0.621,-0.47,0.8959999999999999,Idle,Idle
1167,-0.8190000000000001,0.42700000000000005,-0.355,0.99,-2.174,1.13,1.1,2.6860000000000004,Idle,Idle
1168,-0.8190000000000001,0.426,-0.35700000000000004,0.99,-1.5019999999999998,1.043,0.221,1.8419999999999999,Idle,Idle
1169,-0.82,0.42700000000000005,-0.35600000000000004,0.991,-0.679,0.519,-0.648,1.073,Idle,Idle
1170,-0.8170000000000001,0.426,-0.355,0.987,-0.568,0.271,-0.47200000000000003,0.787,Idle,Idle
1171,-0.8190000000000001,0.425,-0.35700000000000004,0.9890000000000001,-1.127,0.006,-0.179,1.141,Idle,Idle
1172,-0.818,0.426,-0.35700000000000004,0.9890000000000001,-1.042,0.07200000000000001,-0.33899999999999997,1.0979999999999999,Idle,Idle
1173,-0.818,0.428,-0.358,0.99,-0.935,0.295,-0.613,1.156,Idle,Idle
1174,-0.818,0.42700000000000005,-0.349,0.987,-1.0590000000000002,0.386,-0.499,1.2329999999999999,Idle,Idle
1175,-0.8190000000000001,0.424,-0.35600000000000004,0.9890000000000001,-0.6679999999999999,0.515,-0.261,0.883,Idle,R
1176,-0.818,0.425,-0.35600000000000004,0.988,-0.675,0.53,-0.24,0.8909999999999999,Idle,R
1177,-0.8190000000000001,0.42700000000000005,-0.35200000000000004,0.988,-0.71,0.574,-0.278,0.9540000000000001,Idle,R
1178,-0.8190000000000001,0.42700000000000005,-0.354,0.9890000000000001,-0.7659999999999999,0.867,-0.409,1.227,Idle,R
1179,-0.818,0.426,-0.35600000000000004,0.9890000000000001,-0.777,0.763,-0.379,1.153,Idle,R
1180,-0.82,0.42700000000000005,-0.354,0.99,-0.7659999999999999,0.716,-0.326,1.0979999999999999,Idle,R
1181,-0.821,0.426,-0.35600000000000004,0.991,-0.693,0.511,-0.28600000000000003,0.907,Idle,R
1182,-0.8190000000000001,0.425,-0.354,0.988,-0.821,0.466,-0.381,1.018,Idle,R
1183,-0.8190000000000001,0.425,-0.36,0.99,-0.852,0.473,-0.433,1.0659999999999998,Idle,R
1184,-0.8190000000000001,0.428,-0.35700000000000004,0.991,-0.847,0.48,-0.447,1.071,Idle,R
1185,-0.818,0.425,-0.36,0.99,-0.774,0.563,-0.418,1.044,Idle,R
1186,-0.8190000000000001,0.425,-0.358,0.99,-0.736,0.593,-0.415,1.032,Idle,R
1187,-0.8190000000000001,0.42700000000000005,-0.361,0.992,-0.7,0.6,-0.395,1.003,Idle,R
1188,-0.82,0.424,-0.358,0.99,-0.688,0.5870000000000001,-0.376,0.9790000000000001,Idle,R
1189,-0.82,0.42700000000000005,-0.35600000000000004,0.991,-0.777,0.455,-0.499,1.0290000000000001,Idle,R
